Sno,Title,Date,User,text
461,Bocchi the Rock!,2023-01-25,meridiasbeacon,Better portrayal of social awkwardness than Komi san? Better music than k-on!? Severely hilarious side-splitting comedy? Bocchi the rock has everything. I thought I had decided on my anime of
462,Ooyukiumi no Kaina,2023-01-25,Machine_of_Ice,"TL;DR: Beautiful visuals, passable animation, excellent world-building, generic (so far) plot This is a cute little show that, regrettably, will probably get passed over by a lot of people who"
463,Chainsaw Man,2023-01-25,Nebby524,Chainsaw man has to be one of the most hyped anime in a long time and compared to that hype it's.... Actually pretty good. While it's not perfect most of
464,Trigun Stampede,2023-01-25,emerald_moon_fox,"Stunning so far. The animation is smooth, especially for it being 3D I think deserves praise on its own. The VAs did a great job as well. More action pack"
465,Ooyukiumi no Kaina,2023-01-25,Kadhel,"Hi there, this is a temporary review (It'll be edited when the whole serie is viewed), but it felt this show should be given some justice, as it seems not"
466,Seirei no Moribito,2023-01-25,queenbananya,"Loved it. Our MC is amazingly well written, layered and realistic. She is a grown woman who at first glance has it all put together. When someone calls her a"
467,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,2023-01-25,alextherndguy,"I’ve been in a Rurouni Kenshin mood as of late, and I’ve only seen the original show. I’m pretty excited for the remake that’s coming out sometime this year, so"
468,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,2023-01-25,alextherndguy,I don’t really have much to say except that it makes the original show look like pussy shit in comparison to this. In fact it might be better than the
469,Rurouni Kenshin: Meiji Kenkaku Romantan,2023-01-25,alextherndguy,"So the thing is, I have a lot of nostalgia for this show and it already holds a special place in my heart even though I first watched it last"
470,Rewrite,2023-01-25,petuhh,"SADDEST anime ive seen! omg this is one of the best adaptations ive seen of a VN. The VN is mid asf!! boring characters, too slow and too much reading!!"
471,Trigun Stampede,2023-01-25,rubyscarlett,"To start off, I've watched the original anime, I'm a fan of Nightow-sensei and I've started watching Trigun Stampede only because I really, really like Kekkai Sensen. The CGI, surprisingly,"
472,Sugar Apple Fairy Tale,2023-01-25,texasfangirl1999,"I usually don't write prelim reviews, or reviews at all for that matter, but I absolutely love Sugar Apple Fairy Tale, and I highly recommend it to anyone who has"
473,Bocchi the Rock!,2023-01-25,Norticus36,"Imagine a show where a character as cool as Ryo is only 4th best girl. Nijika, a literal angel and the hope for humanity, is only 3rd. Kita, the extrovert"
474,Code Geass: Hangyaku no Lelouch,2023-01-25,Andy_Webber,"Code Geass is a psychological anime that offers the viewer a different experience than most shows. I found that Lelouch, the protagonist of the story, often makes immoral decisions and"
475,Made in Abyss,2023-01-25,Vegetarian_Trex,One of the best combinations of concept + execution in the medium. There is something primitive about the abyss and the mystery surrounding its depths that hooks into the human
476,Hyouken no Majutsushi ga Sekai wo Suberu,2023-01-25,desii_00x,So far this is a good watch. The MC isnt a weakling who's skills take 100 episodes to develop which is lovely. The storyline isnt the greatest thing ever but
477,"Komi-san wa, Comyushou desu.",2023-01-25,obiwancc,"This is one of those anime that's just easy to like in my opinion. The series doesn't try much new stuff. but it doesn't need to, because it has characters,"
478,Cyberpunk: Edgerunners,2023-01-25,Vegetarian_Trex,I finished the main storyline of the computer game and was done with this world. I had not bought into the characters or night city (regardless of the much reported
479,Buddy Daddies,2023-01-25,KitsuFreeze,"Buddy Daddies looks like Spy x Family in the same way that The George Foreman Grilling Show looks like a Radiohead concert. Seriously, this series is literally Fugou Keiji with"
480,Dorohedoro,2023-01-25,Keltabis,"10x better than Chainsaw Man IMO, very different shows though. I really am unable to understand why people are not loving this show more. It’s almost like people are just"
481,Romantic Killer,2023-01-25,miho_a_cute,"Wholesome highschool romance comedy with cute girls and cats? Sign me up, fam! Story-wise it's nothing spectacular, but good enough to keep you entertained. The whole premise is shifted from"
482,Dance Dance Danseur,2023-01-25,amiini,"This show is complex. It draws you in, puts you on the edge of your seat, as if you're really watching a performance. Swan Lake is a reoccurring theme throughout"
483,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023-01-25,KitsuFreeze,"Just like existential crisis youngsters find NHK and insomnia victims find Jin-Roh and Aku no Hana, idealistic in romance men will find Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni"
484,Triage X,2023-01-25,Sveniboy,"\"If we are to \"\"objectively\"\" rate this anime then perhaps a 6 out of 10 would be appropriate - which just so happens to be the current average score. But\""
485,Kage no Jitsuryokusha ni Naritakute!,2023-01-25,Sofrimento,"I think this anime so amazing. He can bring action, suspense and comedy in same time. Same that be a harem, the womans have a personality, doesn't a void character"
486,Vinland Saga Season 2,2023-01-25,Lucianael,"Oh, Vinland Saga how long has it been? 3 years, gosh I'm feeling old. So this is not as much of a review as it is a first impression. I"
487,Ginga Eiyuu Densetsu,2023-01-25,lamoa29,10/10 would make shakespeare have an orgasm. Hard to find a series with such a degree of quality. You'll never find characters as well designed and with so much depth
488,Saint Seiya,2023-01-25,Findog,"Definitely one of the greatest Shonen series of our time! Saint Seiya has unfortunately never been very well known or popular where I live, but it was and still is"
489,Ore wo Suki nano wa Omae dake ka yo,2023-01-25,mastertetas22,This anime in itself started out with an awesome start. For those watching I recommend going a little past the 10 min mark. this anime was an awesome experience of
490,Sonny Boy,2023-01-25,WingkliP,Steins Gate 1 is finally joined by another Arthouse -- coherent and well made to the finest detail. A Perfect Storm that many will struggle to understand and fear in
491,Shingeki no Kyojin Season 2,2023-01-25,TheGodEren,This part of the anime is fire as the first season and not any anime can do it most of the animes die in the 2nd season and revive in
492,"Fuufu Ijou, Koibito Miman.",2023-01-25,SkivvyJivvy,Super cute romance anime. Really hoping for a season 2. If you’re looking for a good romcom type to pass the time this is a good shout! The art style
493,NieR:Automata Ver1.1a,2023-01-25,AB_Malik,". The anime adaptation of Nier is a highly anticipated and hotly debated topic among fans of the game series. In my opinion, the three episodes that have been released"
494,Hyouka,2023-01-25,KevinRin,"(a little background before I start) I watched this anime four years ago, but I didn't fully understand some of the mysteries in it in great detail at the time,"
495,Watashi ga Motete Dousunda,2023-01-25,CrisGH,"\"reverse-harem \"\"Unsatiable\"\" with an assorted cast of: fiery bimbo"
420,Kamigami no Ki,2023-01-26,alpo42ab,"This is a two-minute short animation on the theme of Egyptian mythology set near the Nile River in Egypt around 3000 B.C. It features the gods Mejedo, Anubis, Ra, Bastet"
421,Trigun Stampede,2023-01-26,Telesucks,Don't let the purists decide for you. As much as the original Trigun anime was my all time favorite in the early 2000s. This reiteration is written better than the
422,Fresh Precure!,2023-01-26,ktulu007,The Precure franchise is one I've talked about pretty frequently. I started with Doki Doki and then I went back to the beginning with Futari Wa and I've been going
423,Clannad: After Story,2023-01-26,SpoopyMoog,This is a review for both Clannad and Clannad After Story because they go hand in hand and are connected in their story. I mean it’s literally called Clannad After
424,Shinsekai yori,2023-01-26,SpoopyMoog,"Chilling messages, a unique world, a vision unlike any other. Shinsekai Yori is an sci-fi anime that I’ll never forget. Many love it, but it isn’t spoken of very often."
425,Shuumatsu no Walküre II,2023-01-26,SamuelMoe,As one of my favorite manga I was pretty disappointed with season 1. Going into season 2 my expectations were on the floor but I'm happy to say I'm pleasantly
426,Dragon Half,2023-01-26,CodenameCMB,Picture this. A Dragon and a Human fall in love and have a child. Yep that is basically the premise of this story. It is a very simple concept and
427,Urusei Yatsura (2022),2023-01-26,CodenameCMB,This series was a very unexpected surprise. I don't watch a lot of these types of animes but the poster caught my eye. I had no idea this was originally
428,Kage no Jitsuryokusha ni Naritakute!,2023-01-26,NutBarber,"** spoiler free, bief summary ** 1. Story is mediocre and nothing very new, but this anime is perfect example, that even mediocre stories can be high tier, when put"
429,Trigun Stampede,2023-01-26,CodenameCMB,"Before you watch this show understand this is NOT LIKE THE ORIGINAL SHOW! This is a reboot of Trigun, so whatever you see here is a interpretation by Studio Orange."
430,Shuumatsu no Walküre II,2023-01-26,robert788,Shuumatsu no Walküre II (2023) Maybe not the best anime I have ever seen but god damn it is gripping. The whole way through these first 10 episodes on the
431,Kimi no Na wa.,2023-01-26,LynxesExe,"Fantastic, under every point of view. The movie keeps surprising you with it's story, it pretty much brings you on a rollercoaster of emotions, not going to make you cry"
432,Samurai Champloo,2023-01-26,alextherndguy,I cannot tell you how much I love Samurai Champloo. It’s easily my favorite anime with samurai in it. And I don’t think it gets enough love or recognition which
433,Cowboy Bebop,2023-01-26,alextherndguy,"Yeah, this is the shit right here. Cowboy Bebop is uh, near perfect. I have nothing but positives to say about this fucking show. It is truly something special and"
434,Bocchi the Rock!,2023-01-26,Libido_Kamen,"While superficially sharing many of the traits of its genre and fellow Kirara works, the show is in many ways more driven by competitive elements of music creation and performance,"
435,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",2023-01-26,eudes-tenno,"\"\"\"Kimi to Boku no Saigo no Senjou"
436,Uzaki-chan wa Asobitai!,2023-01-26,zxbfm,"Even after my soon-to-be 3 years since I last saw this anime, it always brings a smile to my face. You really can't go wrong with this, it's an anime"
437,Shinsekai yori,2023-01-26,eudes-tenno,"\"\"\"Shinsekai Yori\"\" is a thought-provoking and emotionally impactful anime that explores themes of prejudice"
438,Blue Gender,2023-01-26,eudes-tenno,"\"\"\"Blue Gender\"\" is a 1999 science fiction anime that tells the story of a young man"
